Microcontrollers & microprocessors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Number,General Description,Marketing Status,Package,Core,Operating Frequency (MHz),FPU,Co-Processor type,Co-Processor frequency (MHz) max,Flash Size (kB) (Prog),Dual-bank Flash,Data E2PROM (B) nom,RAM Size (kB),CCM RAM (I/D) (kByte) typ,ITCM/DTCM RAM (kB),Timers (16-bit) typ,Timers (32-bit) typ,Other timer functions,A/D Converters 12-bit,,A/D Converters 14-bit,,A/D Converters 16-bit,,D/A Converters (12-bit) typ,Comparator,Integrated op-amps,I/Os (High Current),SMPS,Display controller,Graphic accelerator,CAN (FD),CAN (2.0),I2C typ,SPI typ,I2S typ,USART typ,UART typ,Ethernet,Ethernet ports typ,I3C typ,Additional Interfaces,External Memory Interfaces,USB Type,Cryptography,Security Functions,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (@ Lowest Power) typ,Supply Current (µA) (Run Mode (per MHz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,Output Power (dBm) min,Output Power (dBm) max,RX current (mA) typ,RX sensitivity (dBm) typ,Standby Current (µA) typ,TX current (mA) (@ 0dBm) max,Output Power (dBm) (Step) typ,Buy On Line,Number of Cores nom,,,,,,
STM32N647L0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 223 10x10x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N647X0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 264 14x14x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N647Z0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 142 8x8x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,3,5,-,3,2,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC",xSPI,No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N655A0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 169 6x6x1.0 P 0.4mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,1000,32 + 32,-,No,-,4200,-,64/128,-,-,"HR timer, LP timer",2,-,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",-,-,4,6,1,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N655B0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 198 10x10x1 P 0.65 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,1000,32 + 32,-,No,-,4200,-,64/128,-,-,"HR timer, LP timer",2,-,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",-,-,4,6,-,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N655I0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 178 12x12x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N655L0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 223 10x10x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,1000,32 + 32,-,No,-,4200,-,64/128,-,-,"HR timer, LP timer",2,-,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",-,-,4,6,-,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N655X0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 264 14x14x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N655Z0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 142 8x8x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,5,-,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N657A0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 169 6x6x1.0 P 0.4mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,3,6,1,3,3,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N657B0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 198 10x10x1 P 0.65 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,4,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N657I0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 178 12x12x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,4,4,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N657L0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 223 10x10x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N657X0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 264 14x14x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32N657Z0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc, HW crypto",Active,VFBGA 142 8x8x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,3,5,-,3,2,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC",xSPI,No,USB OTG HS,"AES, ECDSA, HMAC, OTF ENC/DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,Yes,-,-,600 GOPS,"H.264 encode, ISP"
STM32U031C6,"Ultra-low-power Arm Cortex-M0+ MCU with 32 Kbytes of Flash memory, 56 MHz CPU",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0+,56,-,-,-,-,32,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,39,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031C8,"Ultra-low-power Arm Cortex-M0+ MCU with 64 Kbytes of Flash memory, 56 MHz CPU",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0+,56,-,-,-,-,64,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,39,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031F4,"Ultra-low-power Arm Cortex-M0+ MCU with 16 Kbytes of Flash memory, 56 MHz CPU",Active,TSSOP-20,Arm Cortex-M0+,56,-,-,-,-,16,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,17,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031F6,"Ultra-low-power Arm Cortex-M0+ MCU with 32 Kbytes of Flash memory, 56 MHz CPU",Active,TSSOP-20,Arm Cortex-M0+,56,-,-,-,-,32,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,17,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031F8,"Ultra-low-power Arm Cortex-M0+ MCU with 64 Kbytes of Flash memory, 56 MHz CPU",Active,TSSOP-20,Arm Cortex-M0+,56,-,-,-,-,64,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,17,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031K4,"Ultra-low-power Arm Cortex-M0+ MCU with 16 Kbytes of Flash memory, 56 MHz CPU",Active,UFQFPN 32 5x5x0.55 mm,Arm Cortex-M0+,56,-,-,-,-,16,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,27,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031K6,"Ultra-low-power Arm Cortex-M0+ MCU with 32 Kbytes of Flash memory, 56 MHz CPU",Active,UFQFPN 32 5x5x0.55 mm,Arm Cortex-M0+,56,-,-,-,-,32,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,27,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031K8,"Ultra-low-power Arm Cortex-M0+ MCU with 64 Kbytes of Flash memory, 56 MHz CPU",Active,UFQFPN 32 5x5x0.55 mm,Arm Cortex-M0+,56,-,-,-,-,64,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,27,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031R6,"Ultra-low-power Arm Cortex-M0+ MCU with 32 Kbytes of Flash memory, 56 MHz CPU",Active,"LQFP 64 10x10x1.4 mm, UFBGA 64 5x5x0.6 P 0.5 mm",Arm Cortex-M0+,56,-,-,-,-,32,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,53,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U031R8,"Ultra-low-power Arm Cortex-M0+ MCU with 64 Kbytes of Flash memory, 56 MHz CPU",Active,"LQFP 64 10x10x1.4 mm, UFBGA 64 5x5x0.6 P 0.5 mm",Arm Cortex-M0+,56,-,-,-,-,64,No,-,12,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,1,1,53,-,-,-,-,-,-,3,-,-,4,2,-,-,-,-,-,No,-,TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U073C8,"Ultra-low-power Arm Cortex-M0+ MCU with 64 Kbytes of Flash memory, LCD, USB, 56 MHz CPU",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0+,56,-,-,-,-,64,No,-,40,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,2,1,39,-,-,Segment LCD,-,-,-,3,-,-,4,2,-,-,-,-,-,No,"USB Device, USB FS",TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U073CB,"Ultra-low-power Arm Cortex-M0+ MCU with 128 Kbytes of Flash memory, LCD, USB, 56 MHz CPU",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0+,56,-,-,-,-,128,No,-,40,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,2,1,39,-,-,Segment LCD,-,-,-,3,-,-,4,2,-,-,-,-,-,No,"USB Device, USB FS",TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U073CC,"Ultra-low-power Arm Cortex-M0+ MCU with 256 Kbytes of Flash memory, LCD, USB, 56 MHz CPU",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0+,56,-,-,-,-,256,No,-,40,-,-,7,-,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,2,1,39,-,-,Segment LCD,-,-,-,3,-,-,4,2,-,-,-,-,-,No,"USB Device, USB FS",TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32U073K8,"Ultra-low-power Arm Cortex-M0+ MCU with 64 Kbytes of Flash memory, LCD, USB, 56 MHz CPU",Active,UFQFPN 32 5x5x0.55 mm,Arm Cortex-M0+,56,-,-,-,-,64,No,-,40,-,-,7,-,"Dual Watchdog, RTC, SysTick",1,-,-,-,-,-,1,2,-,27,-,-,Segment LCD,-,-,-,3,-,-,-,-,-,-,-,-,-,No,"USB Device, USB FS",TRNG,"Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.65,3.6,0.016,70,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-
